year,month,fleet,Nsamp,length,freq
1991,11,2,51.1215,75,0
1991,11,2,51.1215,80,0
1991,11,2,51.1215,85,0
1991,11,2,51.1215,90,0
1991,11,2,51.1215,95,0
1991,11,2,51.1215,100,0
1991,11,2,51.1215,105,0
1991,11,2,51.1215,110,0
1991,11,2,51.1215,115,0.94534
1991,11,2,51.1215,120,0
1991,11,2,51.1215,125,0.97666
1991,11,2,51.1215,130,0.97666
1991,11,2,51.1215,135,0.03131
1991,11,2,51.1215,140,0.01566
1991,11,2,51.1215,145,0
1991,11,2,51.1215,150,0
1991,11,2,51.1215,155,0.01566
1991,11,2,51.1215,160,1.43367
1991,11,2,51.1215,165,2.39467
1991,11,2,51.1215,170,4.44192
1991,11,2,51.1215,175,5.03984
1991,11,2,51.1215,180,4.9459
1991,11,2,51.1215,185,6.93053
1991,11,2,51.1215,190,7.96981
1991,11,2,51.1215,195,3.33701
1991,11,2,51.1215,200,5.63775
1991,11,2,51.1215,205,2.72344
1991,11,2,51.1215,210,1.14887
1991,11,2,51.1215,215,0.17221
1991,11,2,51.1215,220,1.48064
1991,11,2,51.1215,225,0.01566
1991,11,2,51.1215,230,0
1991,11,2,51.1215,235,0.48833
1991,11,2,51.1215,240,0
1991,11,2,51.1215,245,0
1991,11,2,51.1215,250,0
1991,11,2,51.1215,255,0
1991,11,2,51.1215,260,0
1991,11,2,51.1215,265,0
1991,11,2,51.1215,270,0
1991,11,2,51.1215,275,0
1991,11,2,51.1215,280,0
1991,11,2,51.1215,285,0
1991,11,2,51.1215,290,0
1991,11,2,51.1215,295,0
1991,11,2,51.1215,300,0
1991,11,2,51.1215,305,0
1991,11,2,51.1215,310,0
1991,11,2,51.1215,315,0
1991,11,2,51.1215,320,0
1991,11,2,51.1215,325,0
1991,11,2,51.1215,330,0
1992,8,2,138.99,20,0
1992,8,2,138.99,25,0
1992,8,2,138.99,30,0
1992,8,2,138.99,35,0
1992,8,2,138.99,40,0
1992,8,2,138.99,45,0
1992,8,2,138.99,50,0
1992,8,2,138.99,55,0
1992,8,2,138.99,60,0
1992,8,2,138.99,65,0
1992,8,2,138.99,70,0
1992,8,2,138.99,75,0.31889
1992,8,2,138.99,80,0
1992,8,2,138.99,85,0
1992,8,2,138.99,90,0
1992,8,2,138.99,95,0
1992,8,2,138.99,100,0
1992,8,2,138.99,105,0
1992,8,2,138.99,110,0.31889
1992,8,2,138.99,115,0.63779
1992,8,2,138.99,120,6.08611
1992,8,2,138.99,125,7.68057
1992,8,2,138.99,130,4.78339
1992,8,2,138.99,135,3.82671
1992,8,2,138.99,140,2.55114
1992,8,2,138.99,145,1.27557
1992,8,2,138.99,150,2.87004
1992,8,2,138.99,155,0.31889
1992,8,2,138.99,160,2.55114
1992,8,2,138.99,165,7.68057
1992,8,2,138.99,170,5.10229
1992,8,2,138.99,175,9.91282
1992,8,2,138.99,180,9.88568
1992,8,2,138.99,185,15.68
1992,8,2,138.99,190,23.0146
1992,8,2,138.99,195,16.3178
1992,8,2,138.99,200,8.29121
1992,8,2,138.99,205,4.4645
1992,8,2,138.99,210,3.18893
1992,8,2,138.99,215,0.95668
1992,8,2,138.99,220,0.95668
1992,8,2,138.99,225,0
1992,8,2,138.99,230,0.31889
1992,8,2,138.99,235,0
1992,8,2,138.99,240,0
1992,8,2,138.99,245,0
1992,8,2,138.99,250,0
1992,8,2,138.99,255,0
1992,8,2,138.99,260,0
1992,8,2,138.99,265,0
1992,8,2,138.99,270,0
1992,8,2,138.99,275,0
1992,8,2,138.99,280,0
1992,8,2,138.99,285,0
1992,8,2,138.99,290,0
1992,8,2,138.99,295,0
1992,8,2,138.99,300,0
1992,8,2,138.99,305,0
1992,8,2,138.99,310,0
1992,8,2,138.99,315,0
1992,8,2,138.99,320,0
1992,8,2,138.99,325,0
1992,8,2,138.99,330,0
1993,8,2,15.3833,20,0
1993,8,2,15.3833,25,0
1993,8,2,15.3833,30,0
1993,8,2,15.3833,35,0
1993,8,2,15.3833,40,0
1993,8,2,15.3833,45,0
1993,8,2,15.3833,50,0
1993,8,2,15.3833,55,0
1993,8,2,15.3833,60,0
1993,8,2,15.3833,65,0
1993,8,2,15.3833,70,0
1993,8,2,15.3833,75,0
1993,8,2,15.3833,80,0
1993,8,2,15.3833,85,0
1993,8,2,15.3833,90,0
1993,8,2,15.3833,95,0.26988
1993,8,2,15.3833,100,0
1993,8,2,15.3833,105,0
1993,8,2,15.3833,110,0
1993,8,2,15.3833,115,0.26988
1993,8,2,15.3833,120,0
1993,8,2,15.3833,125,0
1993,8,2,15.3833,130,0
1993,8,2,15.3833,135,0.26988
1993,8,2,15.3833,140,0.26988
1993,8,2,15.3833,145,0.26988
1993,8,2,15.3833,150,0.53976
1993,8,2,15.3833,155,0.53976
1993,8,2,15.3833,160,0.26988
1993,8,2,15.3833,165,0.80964
1993,8,2,15.3833,170,0.53976
1993,8,2,15.3833,175,0.53976
1993,8,2,15.3833,180,3.50846
1993,8,2,15.3833,185,2.15905
1993,8,2,15.3833,190,2.15905
1993,8,2,15.3833,195,1.07953
1993,8,2,15.3833,200,1.07953
1993,8,2,15.3833,205,0.26988
1993,8,2,15.3833,210,0.26988
1993,8,2,15.3833,215,0
1993,8,2,15.3833,220,0.26988
1993,8,2,15.3833,225,0
1993,8,2,15.3833,230,0
1993,8,2,15.3833,235,0
1993,8,2,15.3833,240,0
1993,8,2,15.3833,245,0
1993,8,2,15.3833,250,0
1993,8,2,15.3833,255,0
1993,8,2,15.3833,260,0
1993,8,2,15.3833,265,0
1993,8,2,15.3833,270,0
1993,8,2,15.3833,275,0
1993,8,2,15.3833,280,0
1993,8,2,15.3833,285,0
1993,8,2,15.3833,290,0
1993,8,2,15.3833,295,0
1993,8,2,15.3833,300,0
1993,8,2,15.3833,305,0
1993,8,2,15.3833,310,0
1993,8,2,15.3833,315,0
1993,8,2,15.3833,320,0
1993,8,2,15.3833,325,0
1993,8,2,15.3833,330,0
1995,11,2,6.81149,20,0
1995,11,2,6.81149,25,0
1995,11,2,6.81149,30,0
1995,11,2,6.81149,35,0
1995,11,2,6.81149,40,0
1995,11,2,6.81149,45,0
1995,11,2,6.81149,50,0
1995,11,2,6.81149,55,0
1995,11,2,6.81149,60,0
1995,11,2,6.81149,65,0
1995,11,2,6.81149,70,0
1995,11,2,6.81149,75,0
1995,11,2,6.81149,80,0
1995,11,2,6.81149,85,0
1995,11,2,6.81149,90,0
1995,11,2,6.81149,95,0
1995,11,2,6.81149,100,0
1995,11,2,6.81149,105,0
1995,11,2,6.81149,110,0
1995,11,2,6.81149,115,0
1995,11,2,6.81149,120,0.18921
1995,11,2,6.81149,125,0
1995,11,2,6.81149,130,0
1995,11,2,6.81149,135,0
1995,11,2,6.81149,140,0
1995,11,2,6.81149,145,0
1995,11,2,6.81149,150,0
1995,11,2,6.81149,155,0
1995,11,2,6.81149,160,0
1995,11,2,6.81149,165,0.18921
1995,11,2,6.81149,170,0.18921
1995,11,2,6.81149,175,0.94604
1995,11,2,6.81149,180,1.32446
1995,11,2,6.81149,185,0.37842
1995,11,2,6.81149,190,1.70287
1995,11,2,6.81149,195,0.56762
1995,11,2,6.81149,200,0.75683
1995,11,2,6.81149,205,0.37842
1995,11,2,6.81149,210,0
1995,11,2,6.81149,215,0
1995,11,2,6.81149,220,0.18921
1995,11,2,6.81149,225,0
1995,11,2,6.81149,230,0
1995,11,2,6.81149,235,0
1995,11,2,6.81149,240,0
1995,11,2,6.81149,245,0
1995,11,2,6.81149,250,0
1995,11,2,6.81149,255,0
1995,11,2,6.81149,260,0
1995,11,2,6.81149,265,0
1995,11,2,6.81149,270,0
1995,11,2,6.81149,275,0
1995,11,2,6.81149,280,0
1995,11,2,6.81149,285,0
1995,11,2,6.81149,290,0
1995,11,2,6.81149,295,0
1995,11,2,6.81149,300,0
1995,11,2,6.81149,305,0
1995,11,2,6.81149,310,0
1995,11,2,6.81149,315,0
1995,11,2,6.81149,320,0
1995,11,2,6.81149,325,0
1995,11,2,6.81149,330,0
1996,2,2,17.2439,20,0
1996,2,2,17.2439,25,0
1996,2,2,17.2439,30,0
1996,2,2,17.2439,35,0
1996,2,2,17.2439,40,0
1996,2,2,17.2439,45,0
1996,2,2,17.2439,50,0
1996,2,2,17.2439,55,0
1996,2,2,17.2439,60,0
1996,2,2,17.2439,65,0
1996,2,2,17.2439,70,0
1996,2,2,17.2439,75,0
1996,2,2,17.2439,80,0
1996,2,2,17.2439,85,0
1996,2,2,17.2439,90,0
1996,2,2,17.2439,95,0
1996,2,2,17.2439,100,0
1996,2,2,17.2439,105,0
1996,2,2,17.2439,110,0
1996,2,2,17.2439,115,0
1996,2,2,17.2439,120,1.01852
1996,2,2,17.2439,125,0
1996,2,2,17.2439,130,0
1996,2,2,17.2439,135,0
1996,2,2,17.2439,140,0
1996,2,2,17.2439,145,0
1996,2,2,17.2439,150,0
1996,2,2,17.2439,155,0
1996,2,2,17.2439,160,0
1996,2,2,17.2439,165,1.27062
1996,2,2,17.2439,170,1.27062
1996,2,2,17.2439,175,0.75629
1996,2,2,17.2439,180,3.04543
1996,2,2,17.2439,185,2.79333
1996,2,2,17.2439,190,2.02691
1996,2,2,17.2439,195,2.02691
1996,2,2,17.2439,200,0.50419
1996,2,2,17.2439,205,0.75629
1996,2,2,17.2439,210,1.01852
1996,2,2,17.2439,215,0.75629
1996,2,2,17.2439,220,0
1996,2,2,17.2439,225,0
1996,2,2,17.2439,230,0
1996,2,2,17.2439,235,0
1996,2,2,17.2439,240,0
1996,2,2,17.2439,245,0
1996,2,2,17.2439,250,0
1996,2,2,17.2439,255,0
1996,2,2,17.2439,260,0
1996,2,2,17.2439,265,0
1996,2,2,17.2439,270,0
1996,2,2,17.2439,275,0
1996,2,2,17.2439,280,0
1996,2,2,17.2439,285,0
1996,2,2,17.2439,290,0
1996,2,2,17.2439,295,0
1996,2,2,17.2439,300,0
1996,2,2,17.2439,305,0
1996,2,2,17.2439,310,0
1996,2,2,17.2439,315,0
1996,2,2,17.2439,320,0
1996,2,2,17.2439,325,0
1996,2,2,17.2439,330,0
1996,8,2,7.80838,20,0
1996,8,2,7.80838,25,0
1996,8,2,7.80838,30,0
1996,8,2,7.80838,35,0
1996,8,2,7.80838,40,0
1996,8,2,7.80838,45,0
1996,8,2,7.80838,50,0
1996,8,2,7.80838,55,0
1996,8,2,7.80838,60,0
1996,8,2,7.80838,65,0
1996,8,2,7.80838,70,0
1996,8,2,7.80838,75,0
1996,8,2,7.80838,80,0
1996,8,2,7.80838,85,0
1996,8,2,7.80838,90,0
1996,8,2,7.80838,95,0
1996,8,2,7.80838,100,0
1996,8,2,7.80838,105,0
1996,8,2,7.80838,110,0.61645
1996,8,2,7.80838,115,0
1996,8,2,7.80838,120,0.41097
1996,8,2,7.80838,125,0
1996,8,2,7.80838,130,0.20548
1996,8,2,7.80838,135,0
1996,8,2,7.80838,140,0
1996,8,2,7.80838,145,0
1996,8,2,7.80838,150,0
1996,8,2,7.80838,155,0
1996,8,2,7.80838,160,0.20548
1996,8,2,7.80838,165,0.41097
1996,8,2,7.80838,170,0.20548
1996,8,2,7.80838,175,0.20548
1996,8,2,7.80838,180,0.82193
1996,8,2,7.80838,185,1.2329
1996,8,2,7.80838,190,0.41097
1996,8,2,7.80838,195,0.61645
1996,8,2,7.80838,200,1.2329
1996,8,2,7.80838,205,0.82193
1996,8,2,7.80838,210,0.20548
1996,8,2,7.80838,215,0.20548
1996,8,2,7.80838,220,0
1996,8,2,7.80838,225,0
1996,8,2,7.80838,230,0
1996,8,2,7.80838,235,0
1996,8,2,7.80838,240,0
1996,8,2,7.80838,245,0
1996,8,2,7.80838,250,0
1996,8,2,7.80838,255,0
1996,8,2,7.80838,260,0
1996,8,2,7.80838,265,0
1996,8,2,7.80838,270,0
1996,8,2,7.80838,275,0
1996,8,2,7.80838,280,0
1996,8,2,7.80838,285,0
1996,8,2,7.80838,290,0
1996,8,2,7.80838,295,0
1996,8,2,7.80838,300,0
1996,8,2,7.80838,305,0
1996,8,2,7.80838,310,0
1996,8,2,7.80838,315,0
1996,8,2,7.80838,320,0
1996,8,2,7.80838,325,0
1996,8,2,7.80838,330,0
1997,8,2,44.5327,20,0
1997,8,2,44.5327,25,0
1997,8,2,44.5327,30,0
1997,8,2,44.5327,35,0
1997,8,2,44.5327,40,0
1997,8,2,44.5327,45,0
1997,8,2,44.5327,50,0
1997,8,2,44.5327,55,0
1997,8,2,44.5327,60,0
1997,8,2,44.5327,65,0
1997,8,2,44.5327,70,0
1997,8,2,44.5327,75,0
1997,8,2,44.5327,80,0
1997,8,2,44.5327,85,0
1997,8,2,44.5327,90,0
1997,8,2,44.5327,95,0
1997,8,2,44.5327,100,0
1997,8,2,44.5327,105,0
1997,8,2,44.5327,110,0
1997,8,2,44.5327,115,0
1997,8,2,44.5327,120,0
1997,8,2,44.5327,125,0
1997,8,2,44.5327,130,0.1537
1997,8,2,44.5327,135,0
1997,8,2,44.5327,140,0
1997,8,2,44.5327,145,0
1997,8,2,44.5327,150,0.1537
1997,8,2,44.5327,155,0.30741
1997,8,2,44.5327,160,0.30741
1997,8,2,44.5327,165,0.1537
1997,8,2,44.5327,170,0.76852
1997,8,2,44.5327,175,1.07592
1997,8,2,44.5327,180,8.44543
1997,8,2,44.5327,185,7.3695
1997,8,2,44.5327,190,2.61296
1997,8,2,44.5327,195,1.38333
1997,8,2,44.5327,200,7.3695
1997,8,2,44.5327,205,4.37642
1997,8,2,44.5327,210,3.30049
1997,8,2,44.5327,215,3.14679
1997,8,2,44.5327,220,0.46111
1997,8,2,44.5327,225,3.14679
1997,8,2,44.5327,230,0
1997,8,2,44.5327,235,0
1997,8,2,44.5327,240,0
1997,8,2,44.5327,245,0
1997,8,2,44.5327,250,0
1997,8,2,44.5327,255,0
1997,8,2,44.5327,260,0
1997,8,2,44.5327,265,0
1997,8,2,44.5327,270,0
1997,8,2,44.5327,275,0
1997,8,2,44.5327,280,0
1997,8,2,44.5327,285,0
1997,8,2,44.5327,290,0
1997,8,2,44.5327,295,0
1997,8,2,44.5327,300,0
1997,8,2,44.5327,305,0
1997,8,2,44.5327,310,0
1997,8,2,44.5327,315,0
1997,8,2,44.5327,320,0
1997,8,2,44.5327,325,0
1997,8,2,44.5327,330,0
1991,2,3,11.3506,20,0
1991,2,3,11.3506,25,0
1991,2,3,11.3506,30,0
1991,2,3,11.3506,35,0
1991,2,3,11.3506,40,0
1991,2,3,11.3506,45,0
1991,2,3,11.3506,50,0
1991,2,3,11.3506,55,0
1991,2,3,11.3506,60,0
1991,2,3,11.3506,65,0
1991,2,3,11.3506,70,0
1991,2,3,11.3506,75,0
1991,2,3,11.3506,80,0
1991,2,3,11.3506,85,0
1991,2,3,11.3506,90,0
1991,2,3,11.3506,95,0
1991,2,3,11.3506,100,0
1991,2,3,11.3506,105,0
1991,2,3,11.3506,110,0
1991,2,3,11.3506,115,0
1991,2,3,11.3506,120,0
1991,2,3,11.3506,125,0
1991,2,3,11.3506,130,0
1991,2,3,11.3506,135,0
1991,2,3,11.3506,140,0
1991,2,3,11.3506,145,0
1991,2,3,11.3506,150,0.2987
1991,2,3,11.3506,155,0
1991,2,3,11.3506,160,0.5974
1991,2,3,11.3506,165,0.2987
1991,2,3,11.3506,170,0.2987
1991,2,3,11.3506,175,2.09091
1991,2,3,11.3506,180,2.09091
1991,2,3,11.3506,185,1.49351
1991,2,3,11.3506,190,1.19481
1991,2,3,11.3506,195,0.8961
1991,2,3,11.3506,200,1.19481
1991,2,3,11.3506,205,0.8961
1991,2,3,11.3506,210,0
1991,2,3,11.3506,215,0
1991,2,3,11.3506,220,0
1991,2,3,11.3506,225,0
1991,2,3,11.3506,230,0
1991,2,3,11.3506,235,0
1991,2,3,11.3506,240,0
1991,2,3,11.3506,245,0
1991,2,3,11.3506,250,0
1991,2,3,11.3506,255,0
1991,2,3,11.3506,260,0
1991,2,3,11.3506,265,0
1991,2,3,11.3506,270,0
1991,2,3,11.3506,275,0
1991,2,3,11.3506,280,0
1991,2,3,11.3506,285,0
1991,2,3,11.3506,290,0
1991,2,3,11.3506,295,0
1991,2,3,11.3506,300,0
1991,2,3,11.3506,305,0
1991,2,3,11.3506,310,0
1991,2,3,11.3506,315,0
1991,2,3,11.3506,320,0
1991,2,3,11.3506,325,0
1991,2,3,11.3506,330,0
1991,5,3,49.9502,20,0
1991,5,3,49.9502,25,0
1991,5,3,49.9502,30,0
1991,5,3,49.9502,35,0
1991,5,3,49.9502,40,0
1991,5,3,49.9502,45,0
1991,5,3,49.9502,50,0
1991,5,3,49.9502,55,0
1991,5,3,49.9502,60,0
1991,5,3,49.9502,65,0
1991,5,3,49.9502,70,0
1991,5,3,49.9502,75,0
1991,5,3,49.9502,80,0
1991,5,3,49.9502,85,0
1991,5,3,49.9502,90,0.36422
1991,5,3,49.9502,95,0
1991,5,3,49.9502,100,0
1991,5,3,49.9502,105,0
1991,5,3,49.9502,110,0
1991,5,3,49.9502,115,0
1991,5,3,49.9502,120,0.69417
1991,5,3,49.9502,125,0
1991,5,3,49.9502,130,0
1991,5,3,49.9502,135,0
1991,5,3,49.9502,140,0.36422
1991,5,3,49.9502,145,0
