Yr,Month,Fleet,Area,Weight,Obs,Exp,Nsamp_adj
1971,2,1,1,137,0.00167259,0.000989343,25.4877
1971,2,1,1,139,0.00353865,0.00102297,25.4877
1971,2,1,1,143,0.00167259,0.000980689,25.4877
1971,2,1,1,147,0.000913242,0.000955566,25.4877
1971,2,1,1,151,0.000913242,0.000939529,25.4877
1971,2,1,1,155,0.000913242,0.000928705,25.4877
1971,2,1,1,159,0.000913242,0.000922486,25.4877
1971,2,1,1,163,0.000913242,0.000918748,25.4877
1971,2,1,1,167,0.00167259,0.000916292,25.4877
1971,2,1,1,171,0.000913242,0.000915066,25.4877
1971,2,1,1,175,0.000913242,0.000914207,25.4877
1971,2,1,1,179,0.000913242,0.000913813,25.4877
1971,2,1,1,183,0.000913242,0.000913534,25.4877
1971,2,1,1,187,0.000913242,0.00091341,25.4877
1971,2,1,1,191,0.000913242,0.000913329,25.4877
1971,2,1,1,195,0.000913242,0.000913289,25.4877
1971,2,1,1,199,0.000913242,0.000913267,25.4877
1971,2,1,1,203,0.000913242,0.000913254,25.4877
1971,2,1,1,207,0.000913242,0.000913249,25.4877
1971,2,1,1,211,0.000913242,0.000913245,25.4877
1971,2,1,1,215,0.000913242,0.000913244,25.4877
1971,2,1,1,219,0.000913242,0.000913243,25.4877
1971,2,1,1,223,0.000913242,0.000913242,25.4877
1971,2,1,1,227,0.000913242,0.000913242,25.4877
1971,2,1,1,231,0.000913242,0.000913242,25.4877
1971,2,1,1,235,0.000913242,0.000913242,25.4877
1971,2,1,1,239,0.000913242,0.000913242,25.4877
1971,2,1,1,243,0.000913242,0.000913242,25.4877
1971,2,1,1,247,0.000913242,0.000913242,25.4877
1970,8,2,1,5,0.00274704,0.000913242,47.2636
1970,8,2,1,7,0.000913242,0.000913242,47.2636
1970,8,2,1,9,0.000913242,0.000913243,47.2636
1970,8,2,1,11,0.00274704,0.000913243,47.2636
1970,8,2,1,13,0.00274704,0.000913244,47.2636
1970,8,2,1,15,0.00274704,0.000913249,47.2636
1970,8,2,1,17,0.00824852,0.000913275,47.2636
1970,8,2,1,19,0.00458091,0.000913374,47.2636
1970,8,2,1,21,0.00274704,0.000913673,47.2636
1970,8,2,1,23,0.00274704,0.000914398,47.2636
1970,8,2,1,25,0.000913242,0.000916086,47.2636
1970,8,2,1,27,0.000913242,0.000920147,47.2636
1970,8,2,1,29,0.000913242,0.000930089,47.2636
1970,8,2,1,31,0.000913242,0.000954199,47.2636
1970,8,2,1,33,0.000913242,0.00100889,47.2636
1970,8,2,1,35,0.000913242,0.00111853,47.2636
1970,8,2,1,37,0.00274704,0.00131268,47.2636
1970,8,2,1,39,0.000913242,0.00164315,47.2636
1970,8,2,1,41,0.000913242,0.0021447,47.2636
1970,8,2,1,43,0.00458091,0.00283902,47.2636
1970,8,2,1,45,0.00458091,0.00375428,47.2636
1970,8,2,1,47,0.0119162,0.00490142,47.2636
1970,8,2,1,49,0.0284205,0.00628376,47.2636
1970,8,2,1,51,0.0229191,0.00800139,47.2636
1970,8,2,1,53,0.0174176,0.00994703,47.2636
1970,8,2,1,55,0.0210853,0.0121259,47.2636
1970,8,2,1,57,0.0229191,0.0145236,47.2636
1970,8,2,1,59,0.0174176,0.0174964,47.2636
1970,8,2,1,61,0.0119162,0.0202913,47.2636
1970,8,2,1,63,0.0247529,0.0233607,47.2636
1970,8,2,1,65,0.0375896,0.0264216,47.2636
1970,8,2,1,67,0.0284205,0.0292261,47.2636
1970,8,2,1,69,0.033922,0.0318696,47.2636
1970,8,2,1,71,0.0375896,0.0340421,47.2636
1970,8,2,1,73,0.0320882,0.0357005,47.2636
1970,8,2,1,75,0.0357558,0.0369556,47.2636
1970,8,2,1,77,0.0394235,0.0375409,47.2636
1970,8,2,1,79,0.0320882,0.0376621,47.2636
1970,8,2,1,81,0.0302543,0.0372793,47.2636
1970,8,2,1,83,0.0284205,0.0365305,47.2636
1970,8,2,1,85,0.0412573,0.0354413,47.2636
1970,8,2,1,87,0.0430911,0.0338663,47.2636
1970,8,2,1,89,0.0302543,0.0322654,47.2636
1970,8,2,1,91,0.0265867,0.0305054,47.2636
1970,8,2,1,93,0.0174176,0.0286273,47.2636
1970,8,2,1,95,0.0284205,0.0266682,47.2636
1970,8,2,1,97,0.0247529,0.0247254,47.2636
1970,8,2,1,99,0.0210853,0.0230868,47.2636
1970,8,2,1,101,0.0155838,0.0215544,47.2636
1970,8,2,1,103,0.0155838,0.0201154,47.2636
1970,8,2,1,105,0.0174176,0.0187593,47.2636
1970,8,2,1,107,0.0119162,0.017477,47.2636
1970,8,2,1,109,0.0119162,0.0162616,47.2636
1970,8,2,1,111,0.00458091,0.0151081,47.2636
1970,8,2,1,113,0.00824852,0.0140126,47.2636
1970,8,2,1,115,0.00641471,0.0129726,47.2636
1970,8,2,1,117,0.00824852,0.0119866,47.2636
1970,8,2,1,119,0.0100823,0.0110535,47.2636
1970,8,2,1,121,0.00641471,0.0101728,47.2636
1970,8,2,1,123,0.00274704,0.00934402,47.2636
1970,8,2,1,125,0.00824852,0.00856688,47.2636
1970,8,2,1,127,0.00641471,0.00784081,47.2636
1970,8,2,1,129,0.000913242,0.00716507,47.2636
1970,8,2,1,131,0.0100823,0.00653864,47.2636
1970,8,2,1,133,0.00458091,0.00596019,47.2636
1970,8,2,1,135,0.00274704,0.00542808,47.2636
1970,8,2,1,137,0.000913242,0.00494042,47.2636
1970,8,2,1,139,0.000913242,0.0076716,47.2636
1970,8,2,1,143,0.00458085,0.00610315,47.2636
1970,8,2,1,147,0.00458091,0.00491874,47.2636
1970,8,2,1,151,0.0100824,0.00398235,47.2636
1970,8,2,1,155,0.00274704,0.00318647,47.2636
1970,8,2,1,159,0.00274704,0.00260197,47.2636
1970,8,2,1,163,0.000913242,0.00216565,47.2636
1970,8,2,1,167,0.000913242,0.00179887,47.2636
1970,8,2,1,171,0.000913242,0.00156719,47.2636
1970,8,2,1,175,0.000913242,0.00136105,47.2636
1970,8,2,1,179,0.000913242,0.00123998,47.2636
1970,8,2,1,183,0.00274704,0.00113148,47.2636
1970,8,2,1,187,0.000913242,0.00106895,47.2636
1970,8,2,1,191,0.00274704,0.00101751,47.2636
1970,8,2,1,195,0.000913242,0.000984368,47.2636
1970,8,2,1,199,0.000913242,0.000961121,47.2636
1970,8,2,1,203,0.000913242,0.000914382,47.2636
1970,8,2,1,207,0.000913242,0.000913242,47.2636
1970,8,2,1,211,0.000913242,0.000913242,47.2636
1970,8,2,1,215,0.000913242,0.000913242,47.2636
1970,8,2,1,219,0.000913242,0.000913242,47.2636
1970,8,2,1,223,0.000913242,0.000913242,47.2636
1970,8,2,1,227,0.000913242,0.000913242,47.2636
1970,8,2,1,231,0.000913242,0.000913242,47.2636
1970,8,2,1,235,0.000913242,0.000913242,47.2636
1970,8,2,1,239,0.000913242,0.000913242,47.2636
1970,8,2,1,243,0.000913242,0.000913242,47.2636
1970,8,2,1,247,0.000913242,0.000913242,47.2636
1970,11,2,1,5,0.000913242,0.000913242,112.33
1970,11,2,1,7,0.000913242,0.000913242,112.33
1970,11,2,1,9,0.000913242,0.000913242,112.33
1970,11,2,1,11,0.000913242,0.000913242,112.33
1970,11,2,1,13,0.00520079,0.000913243,112.33
1970,11,2,1,15,0.0103924,0.000913246,112.33
1970,11,2,1,17,0.0103252,0.000913268,112.33
1970,11,2,1,19,0.0146799,0.000913384,112.33
1970,11,2,1,21,0.0103252,0.000913855,112.33
1970,11,2,1,23,0.000913242,0.00091528,112.33
1970,11,2,1,25,0.00298986,0.000918844,112.33
1970,11,2,1,27,0.00195157,0.000926427,112.33
1970,11,2,1,29,0.000913242,0.000940765,112.33
1970,11,2,1,31,0.00520079,0.000967334,112.33
1970,11,2,1,33,0.000913242,0.00101729,112.33
1970,11,2,1,35,0.000913242,0.00111068,112.33
1970,11,2,1,37,0.00195157,0.00127891,112.33
1970,11,2,1,39,0.000913242,0.00158553,112.33
1970,11,2,1,41,0.00298986,0.00209516,112.33
1970,11,2,1,43,0.00617196,0.00286797,112.33
1970,11,2,1,45,0.00298986,0.00397021,112.33
1970,11,2,1,47,0.00409534,0.00543532,112.33
1970,11,2,1,49,0.00513367,0.0072598,112.33
1970,11,2,1,51,0.00942122,0.00953416,112.33
1970,11,2,1,53,0.00506651,0.0120387,112.33
1970,11,2,1,55,0.0147471,0.0147061,112.33
1970,11,2,1,57,0.00824861,0.0174703,112.33
1970,11,2,1,59,0.0157183,0.0206578,112.33
1970,11,2,1,61,0.0220824,0.0234635,112.33
1970,11,2,1,63,0.0261014,0.0263998,112.33
1970,11,2,1,65,0.0271397,0.0292148,112.33
1970,11,2,1,67,0.020977,0.0317375,112.33
1970,11,2,1,69,0.0368204,0.0340858,112.33
1970,11,2,1,71,0.0262357,0.0360042,112.33
1970,11,2,1,73,0.0429832,0.0374559,112.33
1970,11,2,1,75,0.022785,0.0385208,112.33
1970,11,2,1,77,0.0377916,0.0389549,112.33
1970,11,2,1,79,0.028178,0.038897,112.33
1970,11,2,1,81,0.0323985,0.0383052,112.33
1970,11,2,1,83,0.0335039,0.0373243,112.33
1970,11,2,1,85,0.0335039,0.0359584,112.33
1970,11,2,1,87,0.0282452,0.0340283,112.33
1970,11,2,1,89,0.0322642,0.0320992,112.33
1970,11,2,1,91,0.0197372,0.0300108,112.33
1970,11,2,1,93,0.0292835,0.0278215,112.33
1970,11,2,1,95,0.0250631,0.0255757,112.33
1970,11,2,1,97,0.0250631,0.0233729,112.33
1970,11,2,1,99,0.0166223,0.0215408,112.33
1970,11,2,1,101,0.0211113,0.0198565,112.33
1970,11,2,1,103,0.0145457,0.0183073,112.33
1970,11,2,1,105,0.0146799,0.0168803,112.33
1970,11,2,1,107,0.015584,0.0155636,112.33
1970,11,2,1,109,0.0112964,0.0143465,112.33
1970,11,2,1,111,0.0176606,0.0132192,112.33
1970,11,2,1,113,0.00824861,0.0121733,112.33
1970,11,2,1,115,0.00714313,0.0112018,112.33
1970,11,2,1,117,0.0146128,0.0102987,112.33
1970,11,2,1,119,0.0124019,0.00945902,112.33
1970,11,2,1,121,0.00831574,0.00867864,112.33
1970,11,2,1,123,0.0134402,0.00795409,112.33
1970,11,2,1,125,0.00928691,0.00728241,112.33
1970,11,2,1,127,0.00824861,0.00666095,112.33
1970,11,2,1,129,0.0114307,0.0060873,112.33
1970,11,2,1,131,0.0102581,0.00555915,112.33
1970,11,2,1,133,0.00617196,0.00507423,112.33
1970,11,2,1,135,0.00824861,0.00463027,112.33
1970,11,2,1,137,0.00513367,0.00422498,112.33
1970,11,2,1,139,0.00409534,0.00646402,112.33
1970,11,2,1,143,0.00714313,0.00517101,112.33
1970,11,2,1,147,0.00402819,0.00419776,112.33
1970,11,2,1,151,0.00818146,0.00342966,112.33
1970,11,2,1,155,0.00617199,0.00277748,112.33
1970,11,2,1,159,0.00513367,0.00229872,112.33
1970,11,2,1,163,0.00402819,0.00194131,112.33
1970,11,2,1,167,0.00305702,0.00164075,112.33
1970,11,2,1,171,0.00305702,0.0014508,112.33
1970,11,2,1,175,0.00195157,0.00128166,112.33
1970,11,2,1,179,0.000913242,0.00118225,112.33
1970,11,2,1,183,0.000913242,0.00109308,112.33
1970,11,2,1,187,0.00195157,0.00104165,112.33
1970,11,2,1,191,0.00195157,0.0009993,112.33
1970,11,2,1,195,0.00409534,0.000971987,112.33
1970,11,2,1,199,0.00195157,0.000952814,112.33
1970,11,2,1,203,0.000913242,0.000914185,112.33
1970,11,2,1,207,0.000913242,0.000913242,112.33
1970,11,2,1,211,0.000913242,0.000913242,112.33
1970,11,2,1,215,0.000913242,0.000913242,112.33
1970,11,2,1,219,0.000913242,0.000913242,112.33
1970,11,2,1,223,0.000913242,0.000913242,112.33
1970,11,2,1,227,0.000913242,0.000913242,112.33
1970,11,2,1,231,0.000913242,0.000913242,112.33
1970,11,2,1,235,0.000913242,0.000913242,112.33
1970,11,2,1,239,0.000913242,0.000913242,112.33
1970,11,2,1,243,0.000913242,0.000913242,112.33
1970,11,2,1,247,0.000913242,0.000913242,112.33
1971,8,2,1,5,0.000913242,0.000913242,187.82
1971,8,2,1,7,0.000913242,0.000913242,187.82
1971,8,2,1,9,0.000913242,0.000913243,187.82
1971,8,2,1,11,0.00173968,0.000913243,187.82
1971,8,2,1,13,0.00339253,0.000913244,187.82
1971,8,2,1,15,0.00562976,0.00091325,187.82
1971,8,2,1,17,0.00633514,0.00091328,187.82
1971,8,2,1,19,0.00409792,0.000913395,187.82
1971,8,2,1,21,0.00409792,0.000913744,187.82
1971,8,2,1,23,0.00409792,0.000914604,187.82
1971,8,2,1,25,0.00173968,0.000916659,187.82
1971,8,2,1,27,0.0025661,0.000921752,187.82
1971,8,2,1,29,0.0032715,0.000934496,187.82
1971,8,2,1,31,0.0058718,0.000965744,187.82
1971,8,2,1,33,0.0025661,0.00103694,187.82
1971,8,2,1,35,0.0058718,0.00117987,187.82
1971,8,2,1,37,0.00562976,0.00143291,187.82
1971,8,2,1,39,0.00409792,0.00186324,187.82
1971,8,2,1,41,0.00421895,0.00251528,187.82
1971,8,2,1,43,0.0032715,0.00341587,187.82
1971,8,2,1,45,0.007988,0.00459939,187.82
1971,8,2,1,47,0.00835109,0.00607693,187.82
1971,8,2,1,49,0.0090565,0.00784898,187.82
1971,8,2,1,51,0.00976188,0.0100383,187.82
1971,8,2,1,53,0.0151838,0.0125026,187.82
1971,8,2,1,55,0.0121201,0.0152454,187.82
1971,8,2,1,57,0.0158892,0.0182454,187.82
1971,8,2,1,59,0.017421,0.0219379,187.82
1971,8,2,1,61,0.0259066,0.0253799,187.82
1971,8,2,1,63,0.03026,0.0291228,187.82
1971,8,2,1,65,0.0332234,0.0327978,187.82
1971,8,2,1,67,0.039935,0.0360962,187.82
1971,8,2,1,69,0.045236,0.0390982,187.82
1971,8,2,1,71,0.0347552,0.0414325,187.82
1971,8,2,1,73,0.0322552,0.0430364,187.82
1971,8,2,1,75,0.039935,0.0439829,187.82
1971,8,2,1,77,0.0411038,0.044085,187.82
1971,8,2,1,79,0.039935,0.0434537,187.82
1971,8,2,1,81,0.0388666,0.0421399,187.82
1971,8,2,1,83,0.0372136,0.0404076,187.82
1971,8,2,1,85,0.0356818,0.0382373,187.82
1971,8,2,1,87,0.0355608,0.0353982,187.82
1971,8,2,1,89,0.0262489,0.0327189,187.82
1971,8,2,1,91,0.030018,0.0299386,187.82
1971,8,2,1,93,0.0206056,0.0271324,187.82
1971,8,2,1,95,0.0233062,0.0243417,187.82
1971,8,2,1,97,0.0200005,0.0216571,187.82
1971,8,2,1,99,0.0182267,0.0194648,187.82
1971,8,2,1,101,0.0163525,0.017488,187.82
1971,8,2,1,103,0.00951983,0.015709,187.82
1971,8,2,1,105,0.0195372,0.0141105,187.82
1971,8,2,1,107,0.0118781,0.0126763,187.82
1971,8,2,1,109,0.0110517,0.0113908,187.82
1971,8,2,1,111,0.0123414,0.0102398,187.82
1971,8,2,1,113,0.00538769,0.0092099,187.82
1971,8,2,1,115,0.00810903,0.00828905,187.82
1971,8,2,1,117,0.00514564,0.00746609,187.82
1971,8,2,1,119,0.0039769,0.00673096,187.82
1971,8,2,1,121,0.00504539,0.00607453,187.82
1971,8,2,1,123,0.00633514,0.00548858,187.82
1971,8,2,1,125,0.00645617,0.00496573,187.82
1971,8,2,1,127,0.00492435,0.00449935,187.82
1971,8,2,1,129,0.00315047,0.0040835,187.82
1971,8,2,1,131,0.00480332,0.00371287,187.82
1971,8,2,1,133,0.0039769,0.00338269,187.82
1971,8,2,1,135,0.0025661,0.0030887,187.82
1971,8,2,1,137,0.0032715,0.00282711,187.82
1971,8,2,1,139,0.00480332,0.00406899,187.82
1971,8,2,1,143,0.000913242,0.00328681,187.82
1971,8,2,1,147,0.00385587,0.00271837,187.82
1971,8,2,1,151,0.00397688,0.00228074,187.82
1971,8,2,1,155,0.00244508,0.0019169,187.82
1971,8,2,1,159,0.00173968,0.00165432,187.82
1971,8,2,1,163,0.00173968,0.00146051,187.82
1971,8,2,1,167,0.000913242,0.00129909,187.82
1971,8,2,1,171,0.000913242,0.00119774,187.82
1971,8,2,1,175,0.000913242,0.00110792,187.82
1971,8,2,1,179,0.00161864,0.00105531,187.82
1971,8,2,1,183,0.00161864,0.0010082,187.82
1971,8,2,1,187,0.000913242,0.000981062,187.82
1971,8,2,1,191,0.00173968,0.000958725,187.82
1971,8,2,1,195,0.000913242,0.000944316,187.82
1971,8,2,1,199,0.000913242,0.000934195,187.82
1971,8,2,1,203,0.000913242,0.000913742,187.82
1971,8,2,1,207,0.000913242,0.000913242,187.82
1971,8,2,1,211,0.000913242,0.000913242,187.82
1971,8,2,1,215,0.000913242,0.000913242,187.82
1971,8,2,1,219,0.000913242,0.000913242,187.82
1971,8,2,1,223,0.000913242,0.000913242,187.82
1971,8,2,1,227,0.000913242,0.000913242,187.82
1971,8,2,1,231,0.000913242,0.000913242,187.82
1971,8,2,1,235,0.000913242,0.000913242,187.82
1971,8,2,1,239,0.000913242,0.000913242,187.82
1971,8,2,1,243,0.000913242,0.000913242,187.82
1971,8,2,1,247,0.000913242,0.000913242,187.82
1971,11,2,1,5,0.000913242,0.000913242,170.568
1971,11,2,1,7,0.000913242,0.000913242,170.568
1971,11,2,1,9,0.000913242,0.000913242,170.568
1971,11,2,1,11,0.000913242,0.000913242,170.568
1971,11,2,1,13,0.000913242,0.000913243,170.568
1971,11,2,1,15,0.000913242,0.000913246,170.568
1971,11,2,1,17,0.00136752,0.000913268,170.568
1971,11,2,1,19,0.00136752,0.000913387,170.568
1971,11,2,1,21,0.00273037,0.000913868,170.568
1971,11,2,1,23,0.00107613,0.000915327,170.568
1971,11,2,1,25,0.000913242,0.000918996,170.568
1971,11,2,1,27,0.000913242,0.000926888,170.568
1971,11,2,1,29,0.00136752,0.000942095,170.568
1971,11,2,1,31,0.000913242,0.000971028,170.568
1971,11,2,1,33,0.0029241,0.00102702,170.568
1971,11,2,1,35,0.000913242,0.00113408,170.568
1971,11,2,1,37,0.000913242,0.00132959,170.568
1971,11,2,1,39,0.000913242,0.00168851,170.568
1971,11,2,1,41,0.000913242,0.00228701,170.568
1971,11,2,1,43,0.00153043,0.00319562,170.568
1971,11,2,1,45,0.00198471,0.00449174,170.568
1971,11,2,1,47,0.0138561,0.00621401,170.568
1971,11,2,1,49,0.0131773,0.00835748,170.568
1971,11,2,1,51,0.0190161,0.0110272,170.568
1971,11,2,1,53,0.025503,0.0139636,170.568
1971,11,2,1,55,0.0205074,0.0170863,170.568
1971,11,2,1,57,0.024435,0.0203158,170.568
1971,11,2,1,59,0.0232006,0.0240279,170.568
1971,11,2,1,61,0.0301417,0.0272804,170.568
1971,11,2,1,63,0.0289435,0.030664,170.568
1971,11,2,1,65,0.0438956,0.0338759,170.568
1971,11,2,1,67,0.0403246,0.0367159,170.568
1971,11,2,1,69,0.0275137,0.0393,170.568
1971,11,2,1,71,0.0393235,0.0413371,170.568
1971,11,2,1,73,0.0312475,0.0427774,170.568
1971,11,2,1,75,0.0279027,0.0436759,170.568
1971,11,2,1,77,0.0514247,0.0438264,170.568
1971,11,2,1,79,0.0406503,0.0433059,170.568
1971,11,2,1,81,0.0431514,0.0421198,170.568
1971,11,2,1,83,0.0411425,0.0404908,170.568
1971,11,2,1,85,0.0239808,0.0383923,170.568
1971,11,2,1,87,0.0341943,0.0355792,170.568
1971,11,2,1,89,0.0217727,0.0328744,170.568
1971,11,2,1,91,0.0164877,0.0300327,170.568
1971,11,2,1,93,0.0367571,0.0271393,170.568
1971,11,2,1,95,0.0259915,0.0242442,170.568
1971,11,2,1,97,0.0107121,0.0214445,170.568
1971,11,2,1,99,0.0221293,0.0191519,170.568
1971,11,2,1,101,0.0190813,0.0170843,170.568
1971,11,2,1,103,0.0259879,0.0152274,170.568
1971,11,2,1,105,0.0165818,0.0135656,170.568
1971,11,2,1,107,0.00610407,0.0120833,170.568
1971,11,2,1,109,0.00642986,0.0107644,170.568
1971,11,2,1,111,0.0152497,0.0095936,170.568
1971,11,2,1,113,0.00782353,0.00855617,170.568
1971,11,2,1,115,0.0060064,0.00763827,170.568
1971,11,2,1,117,0.00626697,0.00682708,170.568
1971,11,2,1,119,0.00519551,0.00611085,170.568
1971,11,2,1,121,0.00564979,0.00547889,170.568
1971,11,2,1,123,0.0058435,0.0049216,170.568
1971,11,2,1,125,0.00740007,0.00443035,170.568
1971,11,2,1,127,0.00182181,0.00399744,170.568
1971,11,2,1,129,0.00363895,0.00361603,170.568
1971,11,2,1,131,0.00273037,0.00328009,170.568
1971,11,2,1,133,0.00182181,0.00298423,170.568
1971,11,2,1,135,0.00337838,0.00272374,170.568
1971,11,2,1,137,0.0029241,0.00249444,170.568
1971,11,2,1,139,0.00227609,0.00349447,170.568
1971,11,2,1,143,0.00584352,0.00282947,170.568
1971,11,2,1,147,0.0062978,0.00235528,170.568
1971,11,2,1,151,0.00337838,0.00199568,170.568
1971,11,2,1,155,0.0029241,0.00170092,170.568
1971,11,2,1,159,0.00136752,0.00149093,170.568
1971,11,2,1,163,0.00136752,0.00133743,170.568
1971,11,2,1,167,0.00383266,0.00121075,170.568
1971,11,2,1,171,0.00136752,0.0011318,170.568
1971,11,2,1,175,0.000913242,0.00106225,170.568
1971,11,2,1,179,0.000913242,0.00102171,170.568
1971,11,2,1,183,0.00136752,0.000985566,170.568
1971,11,2,1,187,0.000913242,0.000964814,170.568
1971,11,2,1,191,0.000913242,0.000947777,170.568
1971,11,2,1,195,0.000913242,0.000936811,170.568
1971,11,2,1,199,0.000913242,0.000929122,170.568
1971,11,2,1,203,0.000913242,0.00091362,170.568
1971,11,2,1,207,0.000913242,0.000913242,170.568
1971,11,2,1,211,0.000913242,0.000913242,170.568
1971,11,2,1,215,0.000913242,0.000913242,170.568
1971,11,2,1,219,0.000913242,0.000913242,170.568
1971,11,2,1,223,0.000913242,0.000913242,170.568
1971,11,2,1,227,0.000913242,0.000913242,170.568
1971,11,2,1,231,0.000913242,0.000913242,170.568
1971,11,2,1,235,0.000913242,0.000913242,170.568
1971,11,2,1,239,0.000913242,0.000913242,170.568
1971,11,2,1,243,0.000913242,0.000913242,170.568
1971,11,2,1,247,0.000913242,0.000913242,170.568
1972,2,2,1,5,0.000913242,0.000913244,38.4342
1972,2,2,1,7,0.00871874,0.000913244,38.4342
1972,2,2,1,9,0.00871874,0.000913243,38.4342
1972,2,2,1,11,0.0035151,0.000913243,38.4342
1972,2,2,1,13,0.00611688,0.000913243,38.4342
1972,2,2,1,15,0.000913242,0.000913244,38.4342
1972,2,2,1,17,0.0035151,0.000913252,38.4342
1972,2,2,1,19,0.000913242,0.000913311,38.4342
1972,2,2,1,21,0.000913242,0.000913627,38.4342
1972,2,2,1,23,0.000913242,0.000914871,38.4342
1972,2,2,1,25,0.000913242,0.00091884,38.4342
1972,2,2,1,27,0.000913242,0.000929215,38.4342
1972,2,2,1,29,0.000913242,0.00095174,38.4342
1972,2,2,1,31,0.000913242,0.000995332,38.4342
1972,2,2,1,33,0.0035151,0.0010721,38.4342
1972,2,2,1,35,0.000913242,0.00119697,38.4342
1972,2,2,1,37,0.0035151,0.00139052,38.4342
1972,2,2,1,39,0.00611688,0.00170526,38.4342
1972,2,2,1,41,0.000913242,0.00220082,38.4342
1972,2,2,1,43,0.00611688,0.00295425,38.4342
1972,2,2,1,45,0.000913242,0.00407292,38.4342
1972,2,2,1,47,0.00611688,0.00565232,38.4342
1972,2,2,1,49,0.0139224,0.00775522,38.4342
1972,2,2,1,51,0.0139224,0.0105607,38.4342
1972,2,2,1,53,0.0165242,0.0138359,38.4342
1972,2,2,1,55,0.0321352,0.0174643,38.4342
1972,2,2,1,57,0.0503479,0.0213013,38.4342
1972,2,2,1,59,0.0425425,0.0257199,38.4342
1972,2,2,1,61,0.0425425,0.0295051,38.4342
1972,2,2,1,63,0.0503479,0.0332875,38.4342
1972,2,2,1,65,0.0555517,0.0366513,38.4342
1972,2,2,1,67,0.0581534,0.0394091,38.4342
1972,2,2,1,69,0.0425425,0.0416803,38.4342
